시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
가양1동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 가양로 122, (가양동)",대전광역시 동구 가양동 432-9,36.34700762,127.4414423,가양1동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,가양1동 행정복지센터,042-259-7441,2021-10-27,6300000,대전광역시
용전동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 계족로 515, (용전동)",대전광역시 동구 용전동 28-8,36.35771698,127.4323853,용전동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,용전동 행정복지센터,042-259-7501,2021-10-27,6300000,대전광역시
삼성동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 태전로 138-12, (삼성동)",대전광역시 동구 삼성동 322-1,36.34059845,127.4221714,삼성동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,삼성동 행정복지센터,042-259-7591,2021-10-27,6300000,대전광역시
사나래 장애인보호작업장,대전광역시,유성구,30110,대전광역시 유성구 지족로 272,대전광역시 유성구 지족동 1023-2,36.38696124,127.3071655,사나래 장애인보호작업장,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,사나래 장애인보호작업장,042-822-4612,2021-10-27,6300000,대전광역시
법동주공3단지,대전광역시,대덕구,30110,"대전광역시 대덕구 계족로663번길 34, (법동, 주공3차아파트)",대전광역시 대덕구 법동 283-1,36.37060441,127.4247362,법동주공3단지,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,법동주공3단지,042-626-6404,2021-10-27,6300000,대전광역시
신탄진동 행정복지센터,대전광역시,대덕구,30110,"대전광역시 대덕구 신탄진로 830, (신탄진동)",대전광역시 대덕구 신탄진동 120-1,36.4515492,127.4293837,신탄진동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,신탄진동 행정복지센터,042-608-3889,2021-10-27,6300000,대전광역시
대전보람요양병원,대전광역시,중구,30110,"대전광역시 중구 인창로 35, (문창동)",대전광역시 중구 문창동 18-3,36.32339238,127.4332574,대전보람요양병원,00:00,00:00,00:00,00:00,00:00,00:00,4,Y,Y,대전보람요양병원,042-242-9900,2021-10-27,6300000,대전광역시
경상북도 안동시 와룡면행정복지센터,경상북도,안동시,47170,경상북도 안동시 와룡면 퇴계로 823,,36.61644879,128.7664658,행정복지센터 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경상북도 안동시 와룡면행정복지센터,054-840-4064,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 용상동행정복지센터,경상북도,안동시,47170,경상북도 안동시 전거리1길 93(용상동),,36.5592268,128.749606,행정복지센터 출입구 앞(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 용상동행정복지센터,054-840-4774,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 태화동행정복지센터,경상북도,안동시,47170,경상북도 안동시 태화중앙로 100(태화동),,36.56116089,128.7139754,행정복지센터 앞(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 태화동행정복지센터,054-840-4844,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 송하동행정복지센터,경상북도,안동시,47170,경상북도 안동시 송하1길 60(송현동),,36.57035926,128.6942685,행정복지센터 2층 통로,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경상북도 안동시 송하동행정복지센터,054-840-4946,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 종합민원실,경상북도,안동시,47170,경상북도 안동시 퇴계로 115(명륜동),,36.5681878,128.7302605,종합민원실 출입구,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시청 종합민원실,054-840-6880,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 평화동복지회관,경상북도,안동시,47170,경상북도 안동시 평화7길 47-19(평화동),,36.56891986,128.7170289,복지회관 실내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경상북도 안동시 평화동행정복지센터,054-840-4858,2022-08-24,5070000,경상북도 안동시
경상북도장애인종합복지관,경상북도,안동시,47170,경상북도 안동시 북후면 광평2길 106-25,,36.65682483,128.6863523,복지관 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경상북도장애인종합복지관,054-858-7283,2022-08-24,5070000,경상북도 안동시
경상북도 안동시종합사회복지관,경상북도,안동시,47170,경상북도 안동시 은행나무로 106-5(옥동),,36.56760247,128.6965227,복지관 1층 출입구,09:00,22:00,09:00,22:00,09:00,22:00,2,N,Y,안동시종합사회복지관,054-853-3092,2022-08-24,5070000,경상북도 안동시
시온재단 안동재활원,경상북도,안동시,47170,경상북도 안동시 서후면 이송천한터길 45-53,,36.60431017,128.7015954,재활원 복도,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,시온재단 안동재활원,054-841-5862,2022-08-24,5070000,경상북도 안동시
경상북도안동의료원,경상북도,안동시,47170,경상북도 안동시 태사2길 55(북문동),,36.56820002,128.7321552,병원건강검진센터 출입구(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도안동의료원,054-850-6271,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 풍산읍행정복지센터,경상북도,안동시,47170,경상북도 안동시 풍산읍 풍산중앙길 99,,36.58024285,128.5722226,청사 주차장(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 풍산읍행정복지센터,054-840-4016,2022-08-24,5070000,경상북도 안동시
동래구청,부산광역시,동래구,26260,부산광역시 동래구 온천천로359번길 70 (낙민동),부산광역시 동래구 낙민동 150-3,35.19639164,129.0935801,1층 입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
동래구 보건소,부산광역시,동래구,26260,부산광역시 동래구 명륜로187번길 56 (명륜동),부산광역시 동래구 명륜동 702-54,35.21141202,129.079853,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
동래구 장애인협회,부산광역시,동래구,26260,부산광역시 동래구 충렬대로 509 (안락동),부산광역시 동래구 안락동 475-3,35.19476003,129.113697,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
온천2동 주민센터,부산광역시,동래구,26260,부산광역시 동래구 충렬대로107번길 28 (온천동),부산광역시 동래구 온천동 707-3,35.20798653,129.0729846,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
사직2동 주민센터,부산광역시,동래구,26260,부산광역시 동래구 사직북로63번길 22 (사직동),부산광역시 동래구 사직동 29-8,35.19921724,129.057519,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
명장1동 주민센터,부산광역시,동래구,26260,부산광역시 동래구 명장로 32 (명장동),부산광역시 동래구 명장동 133-5,35.20469669,129.1042489,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
동래문화회관,부산광역시,동래구,26260,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195234,129.090544,대극장 본관 1층 티켓 발권기 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
안락2동행정복지센터,부산광역시,동래구,26260,부산광역시 동래구 명안로18번길 103 (안락동),부산광역시 동래구 안락동 464-38,35.19775395,129.1100639,1층 입구우측벽면,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
동래역,부산광역시,동래구,26260,부산광역시 동래구 낙민로 27(낙민동),부산광역시 동래구 낙민동 130-8,35.19732051,129.0911411,승강기 출입구 옆,06:00,00:00,06:00,00:00,06:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
안락역,부산광역시,동래구,26260,부산광역시 동래구 안연로98번길 57 (안락동),부산광역시 동래구 안락동 201-2,35.19601985,129.1005472,3번출입구 기둥 옆,06:00,00:00,06:00,00:00,06:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
광혜병원,부산광역시,동래구,26260,부산광역시 동래구 충렬대로 96 (온천동),부산광역시 동래구 온천동 1426-6,35.20696836,129.0711453,1층 로비 안내데스크 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
동래구 장애인복지관,부산광역시,동래구,26260,부산광역시 동래구 충렬대로 386 (안락동),부산광역시 동래구 안락동 436-19,35.19703204,129.1003801,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
동래구장애인복지관,부산광역시,동래구,26260,부산광역시 동래구 충렬대로 386 (안락동),부산광역시 동래구 안락동 436-19,35.19703204,129.1003801,정문 주차장 화단 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
동래종합사회복지관,부산광역시,동래구,26260,부산광역시 동래구 시실로107번길 151 (명장동),부산광역시 동래구 명장동 508-72,35.21122586,129.0985716,1층 정문 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
사직종합사회복지관,부산광역시,동래구,26260,부산광역시 동래구 사직북로63번길 20-7 (사직동),부산광역시 동래구 사직동 29-8,35.19909479,129.0573007,복지관 입구 장애인주차구역 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 동래구,051-550-4884,2022-05-12,3300000,부산광역시 동래구
양양읍사무소,강원도,양양군,42830,강원도 양양군 양양읍 관아길 32,강원도 양양군 양양읍 연창리 221,38.08066288,128.6240313,정문입구 복지계 앞,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
양양군청,강원도,양양군,42830,강원도 양양군 양양읍 군청길 1,강원도 양양군 양양읍 군행리 8,38.07556099,128.6189563,1층 허가민원실 앞,09:00,23:00,09:00,23:00,09:00,23:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
손양면사무소,강원도,양양군,42830,강원도 양양군 손양면 손중로 209,강원도 양양군 손양면 하왕도리 145-3,38.06020634,128.6416862,정문입구 민원계앞,09:00,19:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
현북면사무소,강원도,양양군,42830,강원도 양양군 현북면 하조대1길 41-8,강원도 양양군 현북면 하광정리 124-11,38.018998,128.7231385,후문 입구 휴게실 앞,09:00,19:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
현남면사무소,강원도,양양군,42830,강원도 양양군 현남면 인구중앙길 45,강원도 양양군 현남면 인구리 19-1,37.96922787,128.759446,정문입구 복지계 앞,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
강현면사무소,강원도,양양군,42830,강원도 양양군 강현면 동해대로 3509,강원도 양양군 강현면 정암리 450-4,38.14992529,128.6076148,정문입구 복지계 앞,09:00,19:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
양양군문화복지회관,강원도,양양군,42830,강원도 양양군 양양읍 일출로 540,강원도 양양군 양양읍 연창리 203-2,38.07639365,128.6267548,정문 2층계단 왼편,08:00,18:00,08:00,18:00,08:00,18:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
양양군장애인회관,강원도,양양군,42830,강원도 양양군 양양읍 양양로 9-5,강원도 양양군 양양읍 연창리 203-5,38.07784423,128.6274852,정문입구 앞,08:00,18:00,08:00,18:00,08:00,18:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
양양군웰컴센터,강원도,양양군,42830,강원도 양양군 양양읍 일출로 570,강원도 양양군 양양읍 남문리 210-36,38.07438955,128.6245166,1층 중앙,09:00,23:00,09:00,23:00,09:00,23:00,2,Y,Y,강원도 양양군,033-670-2169,2022-05-02,4350000,강원도 양양군
모래내시장역,인천광역시,남동구,28200,인천광역시 남동구 구월로 255 (구월동),인천광역시 남동구 구월동 341-6,37.45587968,126.7195142,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천교통공사,032-451-2142,2022-08-24,3530000,인천광역시 남동구
인천시청역(1호선),인천광역시,남동구,28200,인천광역시 남동구 예술로 264 (간석동),인천광역시 남동구 간석동 927,37.4574194,126.7023421,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천교통공사,032-451-2142,2022-08-24,3530000,인천광역시 남동구
인천시청역(2호선),인천광역시,남동구,28200,인천광역시 남동구 구월로 99 (간석동),인천광역시 남동구 간석동 493-27,37.45688086,126.7013016,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천교통공사,032-451-2142,2022-08-24,3530000,인천광역시 남동구
간석오거리역,인천광역시,남동구,28200,인천광역시 남동구 경인로 642 (간석동),인천광역시 남동구 간석동 215-1,37.46964954,126.7081713,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천교통공사,032-451-2142,2022-08-24,3530000,인천광역시 남동구
예술회관역,인천광역시,남동구,28200,인천광역시 남동구 예술로 172 (구월동),인천광역시 남동구 구월동 1408,37.44944591,126.7011633,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천광역시 남동구,032-453-2572,2022-08-24,3530000,인천광역시 남동구
정립회관,서울특별시,광진구,11215,서울특별시 광진구 워커힐로93,,37.55053695,127.0979157,1층 본관 휴게실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 광진구,02-450-7529,2022-06-22,3040000,서울특별시 광진구
석천사거리역,인천광역시,남동구,28200,인천광역시 남동구 구월로 181 (구월동),인천광역시 남동구 구월동 73-3,37.45678003,126.7104966,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천광역시 남동구,032-453-2572,2022-08-24,3530000,인천광역시 남동구
만수역,인천광역시,남동구,28200,인천광역시 남동구 구월로 367 (만수동),인천광역시 남동구 만수동 993,37.45521033,126.7315437,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천광역시 남동구,032-453-2572,2022-08-24,3530000,인천광역시 남동구
남동구청역,인천광역시,남동구,28200,인천광역시 남동구 인주대로 889 (만수동),인천광역시 남동구 만수동 1006,37.44817192,126.7366364,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천광역시 남동구,032-453-2572,2022-08-24,3530000,인천광역시 남동구
운연역,인천광역시,남동구,28200,인천광역시 남동구 매소홀로 1229 (운연동),인천광역시 남동구 운연동 131-7,37.43963366,126.7598083,역사 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천광역시 남동구,032-453-2572,2022-08-24,3530000,인천광역시 남동구
